,Name:,Attacking Prowess:,Ball Control:,Dribbling:,Low Pass:,Lofted Pass:,Finishing:,Place Kicking:,Swerve:,Header:,Defensive Prowess:,Ball Winning:,Kicking Power:,Speed:,Explosive Power:,Unwavering Balance:,Physical Contact:,Jump:,Stamina:
3007,['S. DARBION'],73,76,72,77,80,70,78,79,71,60,58,78,72,70,70,73,68,79
3008,['T. CAHILL'],78,69,66,69,64,72,65,67,89,61,62,75,67,69,80,80,95,64
3009,['A. ANYUKOV'],64,74,73,75,71,51,67,68,73,70,69,73,72,74,71,62,78,77
3010,['Y. GOUFFRAN'],75,78,77,74,66,70,61,69,75,59,57,77,73,77,77,74,75,77
3011,['B. WATSON'],69,72,69,75,73,69,77,81,62,72,74,75,63,70,77,72,76,79
3012,['W. ROUTLEDGE'],74,77,80,72,71,68,58,64,60,51,52,72,82,84,81,66,70,74
3013,['P. BARDSLEY'],63,69,66,70,67,57,55,68,69,76,78,82,72,72,67,76,77,79
3014,['J. PETERS'],58,70,66,72,70,60,60,63,76,73,75,75,73,70,65,78,77,81
3015,['A. RODRÍGUEZ'],55,63,58,70,61,55,60,64,78,80,79,72,68,66,75,83,77,78
3016,['G. SHOJI'],52,69,68,69,71,63,57,55,75,80,77,76,74,73,68,79,75,76
3017,"[""S. M'BIA""]",55,71,60,74,76,61,53,67,72,75,78,77,70,70,73,82,78,84
3018,['T. SPARV'],66,73,61,73,65,64,61,68,74,78,76,79,66,66,60,88,80,82
3019,['M. DAWSON'],63,74,59,68,76,50,50,60,81,81,82,68,54,51,67,82,82,73
3020,['A. TETTEY'],64,69,65,74,69,65,61,65,67,77,73,84,72,70,72,80,74,78
3021,['B. NIVET'],76,76,73,81,78,71,77,74,61,65,55,74,64,58,72,68,61,71
3022,['T. DERIJCK'],58,68,65,72,73,62,60,63,81,78,77,64,69,63,62,80,78,74
3023,['G. TORRES'],79,74,74,68,53,78,68,67,66,42,42,78,78,80,74,66,78,82
3024,['G. BONG'],65,75,70,74,72,54,55,66,61,74,77,68,76,73,66,78,74,76
3025,['V. ANITA'],65,74,73,75,70,62,60,62,60,67,71,66,74,79,85,63,71,83
3026,['M. MILLIGAN'],57,71,64,76,75,58,64,63,74,75,76,74,71,67,68,82,77,83
3027,['R. CRUZADO'],71,75,70,75,78,68,76,74,68,67,59,80,70,70,65,75,71,74
3028,['C. MULGREW'],65,72,69,72,74,65,80,80,75,75,76,79,63,68,64,82,68,73
3029,['B. VAN POLEN'],71,73,70,72,71,63,63,65,65,70,71,75,75,75,67,74,68,79
3030,['PAULO ANDRÉ'],64,71,65,73,72,56,55,58,81,80,78,75,66,65,65,79,76,68
3031,['K.MONNET-PAQUET'],74,75,77,74,66,67,61,60,66,62,52,77,81,76,75,71,77,75
3032,['Y. MULUMBU'],59,69,69,76,77,66,68,66,67,74,73,75,73,75,74,84,81,78
3033,['G. HERRERA'],78,74,72,67,65,77,60,71,71,51,56,76,75,72,70,79,73,72
3034,['J. JOHANSSON'],74,71,68,76,74,66,65,63,80,80,76,65,61,62,78,83,77,83
3035,['Z. KUZMANOVIĆ'],72,76,68,78,75,69,74,69,79,67,71,84,67,64,61,82,73,75
3036,['L. GRIMI'],65,70,69,66,75,63,61,71,73,68,71,80,75,71,66,75,75,79
3037,['O. KUCHER'],61,65,62,72,70,58,61,63,78,80,80,69,66,64,71,80,72,75
3038,['K. LAFFERTY'],75,67,70,67,65,76,70,67,83,58,54,78,74,71,68,84,79,73
3039,['M. MELIKSON'],76,75,82,75,72,73,70,70,62,56,51,74,78,76,60,74,69,74
3040,['L. REFAELOV'],78,78,77,75,72,74,68,74,63,50,52,72,71,75,83,64,74,70
3041,['BOJAN'],79,76,76,77,70,69,67,75,61,50,52,73,75,75,80,63,66,75
3042,['B. SHARP'],78,71,68,70,66,77,66,75,70,55,55,78,71,75,83,74,75,73
3043,['S. POCOGNOLI'],67,68,70,67,76,61,70,74,64,72,70,73,73,75,70,69,75,76
3044,['F. ĐORĐEVIĆ'],77,73,72,68,61,77,57,63,80,53,55,80,73,70,70,81,79,72
3045,['KIKO OLIVAS'],56,69,58,72,74,61,61,64,72,84,79,67,73,66,67,84,68,79
3046,['RAFAEL MOURA'],80,72,69,70,65,76,73,59,86,54,46,77,68,68,63,85,85,71
3047,['A. EL MOHAMADY'],71,72,70,75,73,62,70,73,70,71,67,72,76,77,61,70,80,82
3048,['T. HUBOČAN'],60,61,60,65,64,55,55,58,75,79,75,71,72,70,70,78,86,77
3049,['C. BERRA'],54,65,54,64,63,54,55,49,84,80,79,83,64,59,64,88,79,76
3050,['A. MEIJERS'],71,73,75,70,70,61,71,72,65,68,72,70,75,76,65,70,70,75
3051,['G. DORRANS'],64,73,68,77,76,66,74,76,68,66,69,77,69,71,65,74,70,82
3052,['D. NDINGA'],61,71,63,74,76,60,55,71,71,72,73,70,70,72,67,74,84,83
3053,['R. VAN LA PARRA'],72,77,81,68,65,65,65,66,60,56,56,72,85,84,80,67,65,73
3054,['C. CARMONA'],64,72,67,75,73,64,65,65,69,75,80,70,73,75,80,74,66,85
3055,['T. BREUKERS'],70,71,68,69,72,61,59,70,70,69,69,72,76,73,71,74,75,78
3056,['B. SAFARI'],61,73,75,75,76,51,62,64,60,74,74,71,79,77,58,73,69,76
3057,['M. BRITOS'],54,63,60,67,69,54,57,55,79,80,80,68,65,66,65,82,85,75
3058,['C. MATHEU'],61,69,68,67,72,64,63,60,78,74,77,73,71,68,64,81,78,70
3059,['M. LARRONDO'],76,77,75,73,72,75,61,67,82,47,46,79,72,67,69,82,76,68
3060,['N. UYSAL'],65,72,68,74,71,61,59,53,75,79,84,71,73,71,78,81,62,85
3061,['A. CISSOKHO'],62,68,65,65,74,51,52,71,72,77,70,75,75,76,77,78,74,79
3062,['A. CALELLO'],63,73,70,74,72,63,62,65,66,73,74,78,73,72,77,74,68,81
3063,['F. MACHEDA'],76,75,73,73,63,76,61,74,73,48,47,80,77,73,71,75,71,71
3064,['M. RABIU'],67,70,73,75,68,64,62,68,76,73,78,80,77,71,62,81,80,84
3065,['A. YUSUPOV'],60,75,69,82,79,58,63,73,66,70,72,77,69,72,72,65,58,82
3066,['C. GÜLSELAM'],61,73,64,75,71,60,66,63,80,74,75,85,66,64,62,85,72,82
3067,['J. MONTERO'],71,76,80,70,72,61,64,69,60,54,50,74,82,84,75,68,67,78
3068,['M. YATABARÉ'],76,74,71,72,65,75,68,68,75,48,44,82,74,72,70,84,74,72
3069,['F. AYITÉ'],68,72,72,70,65,69,71,68,63,50,51,79,86,85,76,70,68,76
3070,['PATRIC'],66,70,71,74,77,59,65,70,65,61,61,74,83,81,70,69,72,76
3071,['O. CELUSTKA'],64,67,70,70,68,61,62,61,72,77,77,73,72,70,60,83,73,80
3072,['J. PIVARIĆ'],58,70,63,73,71,57,71,74,67,70,72,76,78,74,74,67,73,82
3073,['DENTINHO'],76,81,75,72,61,71,46,69,75,46,42,73,81,82,77,73,77,73
3074,['R. MEGGIORINI'],76,74,76,73,65,74,65,72,74,49,51,75,77,77,74,76,76,73
3075,['C. ARAUJO'],70,74,74,69,72,65,63,69,64,68,64,74,76,70,76,69,71,80
3076,['S. MARINOS'],67,68,66,75,73,57,61,65,68,75,74,72,74,72,77,66,74,72
3077,['ZHANG LINPENG'],65,69,67,67,73,62,60,63,70,65,66,75,74,79,72,80,78,80
3078,['KEKO'],74,76,73,72,71,69,60,71,60,58,57,70,82,81,65,70,70,79
3079,['A. GUÉDIOURA'],65,74,74,74,76,65,65,62,65,71,71,83,70,71,66,77,74,76
3080,['G. MUJANGI BIA'],72,71,75,71,73,73,73,72,60,51,52,78,78,82,78,70,80,69
3081,['G. MANDJECK'],72,68,71,67,70,69,59,62,74,75,73,60,84,74,68,78,74,81
3082,['R. RUIDÍAZ'],76,73,75,66,68,75,69,67,71,48,45,76,85,82,80,61,69,75
3083,['G. DÍAZ'],70,74,69,74,78,70,70,79,63,63,58,81,74,76,69,75,66,77
3084,['S. SILVA'],82,74,65,72,67,76,62,64,84,55,62,84,70,62,63,86,76,73
3085,['H. CANTEROS'],67,76,75,77,75,63,73,74,60,71,62,75,71,73,72,74,62,75
3086,['A. ABDENNOUR'],66,69,68,71,70,57,60,62,71,79,78,74,71,72,60,78,75,78
3087,['H. PERTÚZ'],55,67,65,68,62,56,52,55,76,80,79,70,69,66,72,81,80,82
3088,['L. RUIZ'],70,76,77,72,72,77,67,75,69,45,59,79,76,75,62,69,73,75
3089,['A. HENRÍQUEZ'],57,66,64,67,60,61,55,63,81,82,80,72,67,65,62,90,73,75
3090,['J. CUERO'],70,72,73,65,70,66,60,61,65,50,52,72,93,92,75,65,70,82
3091,['H. ROJAS'],67,72,72,76,77,67,77,69,63,60,63,80,75,76,66,70,74,78
3092,['A. GONZÁLEZ'],70,71,76,67,65,68,55,55,60,65,62,65,84,85,73,76,90,79
3093,['A. URIBE'],72,76,76,65,62,78,63,72,73,45,57,81,69,74,79,78,76,67
3094,['WELINTON'],57,72,66,70,65,60,60,57,78,78,78,81,71,71,60,83,80,68
3095,['K. ZOHORÈ'],77,73,71,67,66,76,66,65,79,52,53,79,78,73,69,88,76,73
3096,['P. KASAMI'],69,78,77,75,71,65,64,61,65,69,63,84,72,69,63,83,64,79
3097,['B. RIENSTRA'],68,75,69,75,73,67,68,63,71,68,69,74,69,70,69,75,75,81
3098,['M. PEREIRA'],70,72,74,72,76,73,70,75,70,50,55,81,78,80,70,70,77,72
3099,['T.VAN DE PAVERT'],57,69,67,70,72,59,50,64,77,76,75,76,69,68,73,86,77,75
3100,['A. MESSAOUD'],74,78,77,75,73,68,71,74,60,55,63,78,73,77,61,70,67,74
3101,['M. TE VREDE'],77,73,72,70,68,77,65,68,81,47,50,78,69,70,72,80,74,74
3102,['D. APPIAH'],63,65,63,71,66,55,60,65,66,70,72,61,81,79,74,71,82,90
3103,['L. THY'],79,72,70,69,65,77,60,66,76,51,54,79,75,71,73,78,77,74
3104,['JOHNATHAN'],75,77,78,72,67,75,65,80,72,46,48,77,73,75,76,71,70,71
3105,['G. ANGELLA'],57,66,59,67,66,59,52,53,85,79,83,66,65,64,57,87,81,70
3106,['A. WEIMANN'],75,72,73,69,64,71,66,70,70,55,56,79,84,85,71,65,69,80
3107,['A. KING'],74,75,72,75,72,72,65,69,75,69,71,75,70,73,65,74,73,73
3108,['C. GAMBOA'],60,67,67,65,66,55,60,66,60,66,67,70,85,81,78,67,84,80
3109,['M. LABA'],64,76,69,76,73,64,62,68,61,67,68,77,77,72,75,69,66,76
3110,['D. MONSALVE'],62,69,64,75,72,57,56,54,79,82,75,73,72,70,60,79,79,75
3111,['F. GODOY'],65,71,70,76,73,63,70,75,71,72,75,81,75,73,76,70,75,80
3112,['S. CÁRDENAS'],69,78,80,75,75,63,75,77,53,44,53,73,79,82,77,60,71,76
3113,['J. CÉSPEDES'],70,71,71,69,72,66,67,65,63,60,59,74,81,80,76,72,72,77
3114,['D. VIERA'],60,67,68,63,68,58,54,62,74,72,77,83,78,66,70,84,81,75
3115,['KANU'],55,67,68,64,63,60,61,63,78,76,75,73,74,67,70,88,77,72
3116,['W. HOOLAHAN'],69,80,76,78,75,68,70,76,63,60,61,74,65,70,86,65,56,68
3117,['J. PIERAZZI'],63,73,70,75,75,66,70,72,72,75,74,79,70,73,61,77,70,78
3118,['ÀNGEL RANGEL'],70,75,73,76,72,58,60,65,75,75,76,74,67,70,69,73,70,74
3119,['R. SAWYERS'],74,76,72,78,74,67,66,72,63,54,56,73,75,76,82,72,61,72
3120,['LUCAS PIAZON'],73,78,74,76,73,74,75,75,63,52,52,75,73,76,74,66,64,74
3121,['M. PEKTEMEK'],76,74,73,70,61,75,58,58,78,53,56,76,76,74,70,76,76,78
3122,['M. VAN DUINEN'],72,74,76,69,68,72,60,62,76,59,59,77,80,76,63,78,76,80
3123,['S. ELBERS'],72,75,78,71,74,67,66,72,65,52,56,73,78,80,74,67,70,73
3124,['C. MARTINA'],64,68,66,69,73,60,60,65,68,73,74,71,71,68,69,74,85,78
3125,['DIOGO FIGUEIRAS'],70,73,70,70,78,61,60,73,60,69,64,78,83,84,73,60,52,80
3126,['E. PISANO'],65,69,67,68,67,59,54,65,77,72,75,72,75,71,64,80,78,79
3127,['T. KALAS'],60,66,65,70,61,58,55,60,75,75,74,71,76,74,75,79,82,74
3128,['T. BIFOUMA'],71,74,77,68,61,71,53,59,61,46,48,81,92,90,77,69,80,72
3129,['K. ROOFE'],73,70,73,69,69,74,68,70,73,55,58,75,81,82,80,68,80,75
3130,['D. PÉREZ'],63,69,72,69,64,53,61,66,60,69,71,72,77,81,81,66,79,83
3131,['C. MOSCA'],72,75,76,69,73,70,67,76,66,53,64,74,76,74,71,70,72,80
3132,['G. ESPINOZA'],70,72,70,73,73,65,75,75,70,72,75,80,72,75,72,72,70,80
3133,['WELLINGTON NEM'],75,80,78,76,70,68,59,66,57,45,42,76,85,84,79,68,55,80
3134,['Á. HENRÍQUEZ'],80,75,72,68,68,73,60,70,75,50,50,75,75,78,72,75,78,73
3135,['I. LICHNOVSKY'],60,65,58,65,62,58,58,60,78,80,75,70,70,72,70,78,80,75
3136,['M. ARAUJO'],59,69,70,71,67,58,56,65,74,77,71,76,78,70,63,77,81,80
3137,['S. CRISTÓFORO'],65,75,73,76,74,62,56,64,62,75,76,74,73,75,76,69,67,83
3138,['A. BJELLAND'],64,69,63,65,78,57,55,65,75,77,77,67,62,60,64,84,85,72
3139,['L. GIANETTI'],60,66,68,67,66,56,54,59,74,73,75,77,79,73,75,81,82,76
3140,['M. CAPUANO'],57,66,64,68,62,56,53,65,81,79,78,68,69,66,63,84,76,75
3141,['WILLIAN FARIAS'],61,70,68,72,69,59,62,63,73,79,77,74,71,74,66,77,79,81
3142,['ROGÉRIO'],75,72,81,66,73,72,58,63,60,53,52,73,80,85,71,67,63,70
3143,['F. HAREK'],60,70,70,70,71,63,68,69,75,77,74,66,71,69,65,79,74,80
3144,['Y. CAHUZAC'],72,70,65,74,70,56,61,65,70,75,76,67,71,70,71,76,77,88
3145,['M. PINTILII'],65,73,66,75,78,60,52,55,67,77,79,77,71,79,73,71,79,75
3146,['FERNANDO C.'],71,75,77,75,70,68,66,70,62,53,56,70,77,83,77,66,68,75
3147,['S. BRYZGALOV'],43,65,52,65,60,49,56,63,81,82,76,75,75,76,73,75,72,82
3148,['G. CHARBONNIER'],76,78,71,75,70,75,70,71,75,50,46,77,72,69,72,78,76,76
3149,['F. HANIN'],65,69,69,72,76,60,65,72,61,68,63,70,83,86,71,61,60,81
3150,['PAULINHO'],67,70,72,65,75,60,70,70,60,65,65,75,82,82,80,60,60,80
3151,['D. ČOP'],79,76,71,72,63,75,79,76,70,54,55,74,67,70,72,74,67,71
3152,['N. POWELL'],74,75,73,72,70,72,65,74,66,58,56,73,74,77,80,68,74,76
3153,['J. JEANVIER'],57,70,69,70,71,64,62,64,76,73,74,74,72,71,66,80,81,77
3154,['T. LETSCHERT'],62,74,68,71,72,58,63,58,76,75,74,73,75,73,66,80,77,78
3155,['V. VIOLA'],71,76,77,66,70,72,66,72,70,48,50,76,79,80,73,72,70,75
3156,['JAVI MANQUILLO'],68,72,70,70,73,56,61,74,64,70,72,69,76,77,62,67,66,83
3157,['S. UBILLA'],77,72,72,65,65,72,65,68,72,50,50,72,88,84,75,68,73,70
3158,['TOZÉ'],70,75,75,76,75,70,80,80,55,52,51,81,74,77,85,62,61,77
3159,['F. CALVO'],64,72,71,70,73,60,63,65,71,69,74,78,76,73,60,77,76,75
3160,['L. DE BOCK'],62,70,68,70,73,56,69,72,69,70,73,61,73,74,70,72,76,79
3161,['R. SIGURJÓNSSON'],68,72,68,74,75,67,56,59,66,63,66,85,74,71,82,79,78,86
3162,['F. MANRÍQUEZ'],70,75,70,72,72,68,78,78,65,70,70,85,72,72,72,70,68,80
3163,['J. ŠIMUNOVIĆ'],55,66,52,68,67,53,55,52,79,77,79,78,73,70,69,83,77,69
3164,['M. HEYLEN'],61,70,66,74,73,55,55,57,79,77,78,68,71,63,68,83,73,76
3165,['M. ZALDIVIA'],66,69,67,69,72,54,47,55,78,77,76,70,70,69,68,81,78,82
3166,['F. EVANGELISTA'],65,69,70,66,73,62,62,72,70,68,67,77,79,73,76,75,70,78
3167,['L. FARAVELLI'],69,80,78,74,70,71,69,76,68,54,52,75,76,81,73,62,63,76
3168,['E. ISNALDO'],73,74,75,72,71,67,64,66,72,55,52,80,78,80,66,75,74,76
3169,['E. VIDELA'],65,72,70,73,76,64,60,65,61,72,72,70,76,73,77,68,68,83
3170,['B. VEJAR'],71,70,73,67,65,61,65,68,62,68,67,70,80,80,71,69,74,73
3171,['P. FRANCO'],56,68,63,68,67,59,54,57,77,75,80,73,74,73,71,80,77,75
3172,['L. DIONY'],76,73,75,70,68,74,58,62,72,48,50,77,81,81,75,77,73,74
3173,['B. TOURÉ'],67,72,68,74,73,56,60,70,65,75,76,73,69,67,65,78,77,79
3174,['F. BELLUGOU'],64,75,68,73,67,53,62,66,79,80,78,70,67,66,66,77,77,83
3175,['A. TIGHADOUINI'],75,74,76,68,69,70,73,74,65,48,53,76,78,80,68,70,69,75
3176,['M. DIEMERS'],68,78,70,73,71,64,71,70,64,70,68,73,74,73,77,74,69,78
3177,['ADRYAN'],71,77,80,73,67,70,75,77,60,54,52,74,78,81,83,62,65,76
3178,['A. JĘDRZEJCZYK'],63,70,68,71,72,60,59,62,75,73,72,71,74,72,67,77,74,80
3179,['LUCCA'],75,70,76,67,71,76,75,75,66,53,51,77,80,80,70,65,68,75
3180,['NEILTON'],72,78,80,70,68,72,70,72,66,46,47,70,82,85,80,57,64,73
3181,['ANDERSON M.'],63,75,71,76,75,63,73,71,75,76,75,78,69,70,66,75,71,69
3182,['J. WILLIAMS'],73,78,79,72,68,67,63,67,59,59,58,66,74,81,86,62,72,74
3183,['J. DOMÍNGUEZ'],67,70,69,72,75,65,75,72,68,65,67,76,76,73,64,73,68,78
3184,['E. PAVEZ'],67,73,70,75,71,65,60,59,66,72,70,75,76,75,64,80,73,83
3185,['P. PARRA'],72,75,75,72,72,65,65,70,65,55,55,75,80,80,72,70,70,75
3186,['F. SCHULTZ'],72,72,71,71,71,60,65,70,65,70,70,72,80,80,75,70,72,80
3187,['S. DECARLI'],55,64,64,65,63,55,61,61,79,78,80,61,73,70,65,82,85,70
3188,['K. EBECILIO'],67,72,70,75,74,60,59,60,71,66,68,77,77,74,62,82,80,82
3189,['S. NAPOLEONI'],80,77,78,78,63,75,62,74,62,50,52,75,76,77,78,61,61,74
3190,['D. KOWNACKI'],75,73,71,69,63,77,66,69,74,45,51,77,82,80,68,72,69,76
3191,['D. EFREMOV'],71,75,79,72,70,61,63,69,63,67,68,79,80,77,73,65,61,78
3192,['O. ALTMAN'],68,78,75,75,75,70,67,65,67,54,50,73,80,76,60,76,75,76
3193,['G. GROZAV'],70,78,76,74,67,72,71,74,69,51,57,77,77,78,73,70,68,72
3194,['F. FONTANINI'],61,69,64,70,68,58,62,60,78,76,75,71,73,68,75,80,78,75
3195,['G. GIL ROMERO'],65,74,73,77,72,64,61,64,63,72,68,73,76,78,68,73,68,81
3196,['L. DIARTE'],64,73,73,67,69,62,65,68,65,65,65,75,82,78,72,66,70,79
3197,['L. AVELDAÑO'],60,65,58,65,65,55,55,55,78,82,78,72,68,68,68,82,75,75
3198,['C. CORVALÁN'],71,70,71,69,72,64,56,57,79,64,67,74,76,75,65,76,78,78
3199,['F. OREJA'],65,69,70,64,67,63,64,70,68,72,75,75,77,75,73,72,68,80
3200,['ÁLVARO GARCÍA'],76,75,78,75,72,69,54,66,56,44,52,66,82,85,76,60,72,77
3201,['P. POLOMAT'],66,66,66,69,70,61,66,68,69,71,72,70,77,72,68,76,76,77
3202,['A. FERRARI'],64,66,67,69,68,57,54,62,68,76,78,68,78,77,68,76,73,82
3203,['J. MAURI'],70,76,75,76,74,62,63,69,60,61,65,69,68,75,85,63,77,79
3204,['D. FISHER'],65,70,73,66,68,58,52,61,66,72,77,71,78,81,79,72,68,78
3205,['C. RIAÑO'],78,76,73,70,66,72,61,66,76,49,42,75,80,75,73,82,81,76
3206,['F. MILO'],68,72,73,68,74,64,62,69,66,67,71,72,77,73,75,68,67,79
3207,['R. CARRERA'],72,72,70,70,70,65,73,73,68,55,55,72,80,82,75,72,80,78
3208,['DJAVAN FERREIRA'],71,72,78,70,68,62,60,64,62,70,70,74,77,74,62,79,62,80
3209,['I. BALLIU'],69,72,70,67,65,57,67,68,65,68,69,73,77,78,66,76,75,79
3210,['JUAN ANGULO'],65,71,72,70,70,63,83,80,66,67,61,78,78,74,60,73,72,79
3211,['R. FERREIRA'],61,68,65,69,60,58,60,60,79,77,79,75,71,70,60,79,77,75
3212,['F. HONORAT'],80,74,71,66,65,79,53,54,76,53,55,81,78,77,75,71,74,77
3213,['RAFAEL THYERE'],55,67,66,66,67,55,56,55,73,78,77,72,73,72,73,80,76,82
3214,['R. VLOET'],73,74,75,74,70,66,74,74,75,57,65,75,77,76,71,72,67,76
3215,['J. BERGET'],78,79,78,68,68,77,68,62,65,54,48,72,78,78,70,70,70,70
3216,['S. DELI'],63,68,67,72,70,58,53,64,83,81,78,70,68,65,60,89,71,72
3217,['K. GÜNTER'],56,66,66,72,74,53,54,53,76,76,80,78,75,68,63,86,77,76
3218,['J. PATIÑO'],61,67,64,68,72,68,65,66,76,73,76,81,69,73,68,81,77,72
3219,['D. BOCANEGRA'],66,70,66,70,77,64,70,73,70,68,71,68,76,74,66,79,68,79
3220,['C. QUINTERO'],68,76,76,73,73,63,61,64,66,64,58,73,77,77,60,73,75,79
3221,['D. MOSQUERA'],64,71,70,68,69,62,59,61,70,65,72,76,82,73,60,76,78,76
3222,['F. TORIJANO'],55,56,53,65,64,58,57,63,78,83,73,77,75,72,63,79,81,81
3223,['JOSÉ CRESPO'],69,62,62,70,64,61,53,56,74,78,76,71,76,74,75,77,75,79
3224,['L. LICHT'],72,76,70,70,77,67,72,80,66,68,57,81,73,72,79,75,70,70
3225,['V. REGINI'],67,69,68,70,69,57,62,67,68,75,77,70,72,73,67,75,76,75
3226,['I. PILLUD'],70,70,67,66,69,61,64,68,67,66,63,83,82,70,66,80,76,82
3227,['N. KEBANO'],72,74,75,71,70,71,70,67,62,52,50,70,80,84,80,68,79,75
3228,['D.STRACQUALURSI'],78,74,71,68,65,76,63,72,83,52,64,79,71,66,63,86,72,74
3229,['M. KOCH'],53,62,57,63,58,44,49,55,87,76,79,76,69,70,59,83,87,76
3230,['A. COEFF'],71,74,63,75,73,56,65,64,74,78,77,67,69,66,72,72,80,75
3231,['A. WAKASO'],65,72,70,74,70,54,56,58,72,77,78,75,71,74,65,81,82,81
3232,['A. TURAN'],61,72,73,69,60,65,70,75,60,70,78,81,74,80,80,70,61,78
3233,['F. FRAGAPANE'],71,78,80,68,72,71,62,68,60,50,50,78,80,86,74,61,66,75
3234,['T. JURIĆ'],81,73,70,66,64,79,60,63,83,45,49,75,72,68,65,84,72,71
3235,['M. SANTOS'],76,74,75,72,69,78,64,65,76,58,56,74,75,73,73,72,56,77
3236,['J. CHANCELLOR'],54,68,69,63,62,55,55,57,81,82,78,68,69,65,63,89,72,75
3237,['WELLINGTON S.'],66,79,81,70,71,64,71,70,52,50,52,66,86,87,85,60,74,72
3238,['F. CERAVOLO'],78,73,74,66,61,75,61,65,73,54,53,72,78,76,70,73,80,75
3239,['BRUNO'],70,74,69,71,73,58,61,71,66,80,79,70,66,73,71,70,66,69
3240,['T. MINGS'],67,71,74,71,75,57,59,60,73,76,76,69,76,72,68,80,72,76
3241,['M. ORSIC'],75,76,77,69,65,73,74,78,60,51,53,78,82,78,80,60,61,65
3242,['C. CIANO'],72,76,75,73,73,72,75,76,63,48,48,73,77,83,75,64,63,72
3243,['L. SCHWECHLEN'],61,62,61,68,63,56,54,57,82,81,76,74,66,69,72,78,78,80
3244,['J. CABOT'],76,75,79,69,65,68,55,60,53,45,47,67,87,88,85,63,66,72
3245,['R. WÜRTZ'],58,76,63,77,78,67,59,66,66,68,72,79,77,71,75,78,76,71
3246,['R. MCCORMACK'],78,78,72,69,74,76,78,76,66,50,52,78,73,71,85,68,64,65
3247,['A. BÜYÜK'],80,72,76,70,62,74,63,69,80,48,52,75,74,78,75,62,75,75
3248,['B. OSBORN'],65,72,73,73,74,65,71,70,60,59,54,72,80,83,85,61,57,86
3249,['J. MARRIOTT'],76,69,67,65,62,77,65,64,70,45,46,73,85,88,82,70,82,79
3250,['S. MALONE'],66,71,71,69,71,62,65,65,62,69,71,70,78,72,67,72,73,80
3251,['J. DE SART'],67,73,67,73,75,63,68,71,66,75,70,75,71,67,73,66,68,81
3252,['B. MARSHALL'],69,74,76,69,76,68,77,73,64,67,70,75,76,77,68,65,65,71
3253,['ÁLEX MORENO'],74,73,75,68,70,68,64,67,61,67,68,68,81,76,71,61,62,81
3254,['H. DALSGAARD'],69,69,68,66,71,60,57,60,67,75,73,72,85,78,68,73,66,75
3255,['N. THOMSEN'],70,75,72,77,77,71,57,70,69,64,61,71,75,78,79,72,68,76
3256,['R. THELANDER'],55,57,55,65,63,57,54,50,81,79,81,72,67,62,75,84,85,72
3257,['S. DALLAS'],72,73,75,73,73,66,65,67,64,61,65,73,75,76,80,71,69,81
3258,['M. BRAVO'],76,76,78,67,69,73,60,65,70,46,61,78,77,84,82,66,72,76
3259,['A. CHÁVEZ'],76,70,72,69,61,77,65,67,72,50,54,86,84,75,67,86,72,76
3260,['M. SPROCATI'],75,74,76,67,70,72,66,68,60,54,53,70,83,85,75,67,63,76
3261,['M. BANI'],57,67,64,68,67,58,53,56,75,77,79,78,73,68,63,82,77,77
3262,['GERARD GUMBAU'],67,76,69,81,77,66,74,71,69,70,73,72,69,67,62,74,60,72
3263,['JAIME MATA'],79,73,71,65,56,83,54,63,77,45,45,77,78,75,61,83,69,78
3264,['UNAI LÓPEZ'],73,75,73,74,72,65,70,69,63,69,68,73,73,75,76,66,70,82
3265,['K. PANCHENKO'],74,76,74,75,70,72,72,72,69,43,46,79,76,79,62,73,74,73
3266,['L. MAZZITELLI'],67,72,71,74,74,67,69,68,63,68,70,74,71,73,75,73,65,77
3267,['M. LE BIHAN'],76,75,74,70,65,76,65,69,75,52,55,75,71,73,67,79,76,71
3268,['M. PUCCIARELLI'],76,77,76,75,72,71,58,63,68,49,52,79,77,78,79,66,65,74
3269,['A. RUSNÁK'],67,78,78,75,72,67,66,67,66,53,51,77,78,83,56,72,72,75
3270,['P. BILLING'],69,74,71,77,75,63,62,67,73,74,77,76,71,68,65,76,71,75
3271,['CARLOS VIGARAY'],66,71,69,71,72,62,65,67,65,68,74,70,76,74,66,67,70,78
3272,['N. CHERNOV'],54,68,60,76,73,49,52,65,75,79,82,72,75,71,64,79,75,75
3273,['R. BRESSAN'],73,76,76,81,80,70,80,86,61,52,50,85,66,60,66,61,61,70
3274,['M. ZEEGELAAR'],71,70,71,70,74,61,58,70,71,62,61,76,84,81,61,80,60,82
3275,['A. BABY'],70,71,74,72,68,69,60,62,73,54,58,73,83,82,62,78,81,82
3276,['C. CHRISTIE'],65,69,75,70,71,57,55,64,65,67,67,67,87,82,63,73,73,78
3277,['F. ZAMPANO'],72,71,71,68,73,59,53,65,62,68,68,72,81,80,75,72,64,82
3278,['J. RODRIGUEZ'],55,67,65,67,71,53,54,53,80,78,77,75,71,70,67,81,77,76
3279,['YAGO'],70,75,78,71,70,70,69,75,60,65,60,75,75,77,73,67,65,78
3280,['PHILIPE SAMPAIO'],50,66,57,69,66,50,54,58,80,81,82,71,68,67,62,85,76,78
3281,['L. BOYÉ'],76,79,80,73,63,71,57,65,68,48,52,76,77,79,73,78,70,76
3282,['V. SARI'],63,70,73,72,66,64,53,59,74,78,77,74,73,69,64,77,70,81
